kind,etag,id,channel_id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage
youtube#video,qsIOeLga4HjuO-Llkm60yejogLY,GZDWWQvLVTQ,UCgx_iANJu2vdqaVldHn94vg,2024-07-25T19:50:05Z,UCgx_iANJu2vdqaVldHn94vg,I Attempted Patrik Pietschmann's 'FORCE THEME' from Star Wars (INSANE),"In this video, I attempt to learn Patrik Pietschmann's ""Force theme"" from Star Wars in as little time as I can... Follow me along on my journey of learning such a difficult arrangement whilst also trying to learn it in NO TIME AT ALL. The results are CRAZY, I really surprised myself with this one...

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)


timestamps:
0:00 Intro
0:30 Day 1 Progress
1:00 Day 2/3 Progress
2:25 Final Day Progress

#patrikpietschmann #force #starwars",https://i.ytimg.com/vi/GZDWWQvLVTQ/default.jpg,120,90,https://i.ytimg.com/vi/GZDWWQvLVTQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GZDWWQvLVTQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GZDWWQvLVTQ/sddefault.jpg,640,480,https://i.ytimg.com/vi/GZDWWQvLVTQ/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,I Attempted Patrik Pietschmann's 'FORCE THEME' from Star Wars (INSANE),"In this video, I attempt to learn Patrik Pietschmann's ""Force theme"" from Star Wars in as little time as I can... Follow me along on my journey of learning such a difficult arrangement whilst also trying to learn it in NO TIME AT ALL. The results are CRAZY, I really surprised myself with this one...

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)


timestamps:
0:00 Intro
0:30 Day 1 Progress
1:00 Day 2/3 Progress
2:25 Final Day Progress

#patrikpietschmann #force #starwars",en-GB,1547,81,0,42,"['tdunc piano', 'piano', 'piano cover', 'patrik', 'pietschmann', 'force theme', 'star wars', 'star', 'wars', 'the force theme piano']",
youtube#video,P4LCmhXOgyI-dg9kbvxl8dNrBdA,uJCINUvJdL4,UCgx_iANJu2vdqaVldHn94vg,2024-07-18T12:18:59Z,UCgx_iANJu2vdqaVldHn94vg,"I Attempted Pietschmann's ""SCHINDLER'S LIST"" Piano Cover...","Schindler's List (Main theme) Music by John Williams. This is Patrik Pietschmann's arrangement. This is one of the more sad arrangements which I have been learning, but I have been really enjoying playing it as it is extremely expressive.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)


#patrikpietschmann #schindlerslist #pianocover",https://i.ytimg.com/vi/uJCINUvJdL4/default.jpg,120,90,https://i.ytimg.com/vi/uJCINUvJdL4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uJCINUvJdL4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/uJCINUvJdL4/sddefault.jpg,640,480,https://i.ytimg.com/vi/uJCINUvJdL4/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,"I Attempted Pietschmann's ""SCHINDLER'S LIST"" Piano Cover...","Schindler's List (Main theme) Music by John Williams. This is Patrik Pietschmann's arrangement. This is one of the more sad arrangements which I have been learning, but I have been really enjoying playing it as it is extremely expressive.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)


#patrikpietschmann #schindlerslist #pianocover",en-GB,923,42,0,10,"['Main Theme', 'Soundtrack', 'Piano', 'Piano Version', 'Sheet Music', 'Patrik Pietschmann', 'Cover', 'TDuncpiano', 'Tdunc Piano', 'schindlers list', 'schindlers', 'list', 'john williams', 'john', 'williams', 'schindlers list patrik']",
youtube#video,2NM9gasWfI_w46KCC0LNldBVlh8,Eb8ZW_FJHtU,UCgx_iANJu2vdqaVldHn94vg,2024-07-14T19:54:35Z,UCgx_iANJu2vdqaVldHn94vg,Ranking Patrik Pietschmann's Covers from EASIEST to HARDEST (Part 9),"This is the 9th video tier list ranking a handful of Patrik Pietschmann covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)

Link to previous videos playlist:
https://www.youtube.com/watch?v=O5HUuqU5LS4&list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8

Patreon: https://www.patreon.com/TDuncPiano
TikTok: tduncpiano

#tierlist #patrikpietschmann #piano",https://i.ytimg.com/vi/Eb8ZW_FJHtU/default.jpg,120,90,https://i.ytimg.com/vi/Eb8ZW_FJHtU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Eb8ZW_FJHtU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Eb8ZW_FJHtU/sddefault.jpg,640,480,https://i.ytimg.com/vi/Eb8ZW_FJHtU/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Ranking Patrik Pietschmann's Covers from EASIEST to HARDEST (Part 9),"This is the 9th video tier list ranking a handful of Patrik Pietschmann covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)

Link to previous videos playlist:
https://www.youtube.com/watch?v=O5HUuqU5LS4&list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8

Patreon: https://www.patreon.com/TDuncPiano
TikTok: tduncpiano

#tierlist #patrikpietschmann #piano",en-GB,1925,85,0,37,"['tdunc piano', 'piano', 'piano cover', 'tier list', 'tier', 'ranking', 'patrik pietschmann', 'pietschmann', 'patrik covers', 'piano covers', 'patrik pietschmann covers', 'hardest piano covers', 'insane']",
youtube#video,XUFhCfF7IetrnyRrFR4kCRhYKiw,gn6InMxh_GY,UCgx_iANJu2vdqaVldHn94vg,2024-07-13T22:46:57Z,UCgx_iANJu2vdqaVldHn94vg,Pro Jazz Pianist surprises EVERYONE at AIRPORT!!,,https://i.ytimg.com/vi/gn6InMxh_GY/default.jpg,120,90,https://i.ytimg.com/vi/gn6InMxh_GY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gn6InMxh_GY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gn6InMxh_GY/sddefault.jpg,640,480,https://i.ytimg.com/vi/gn6InMxh_GY/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Pro Jazz Pianist surprises EVERYONE at AIRPORT!!,,en-GB,1146,,0,2,,
youtube#video,jp031YRNgnQIP8etOZG3u0dmh2o,u_Obi1cmzY4,UCgx_iANJu2vdqaVldHn94vg,2024-07-11T11:40:12Z,UCgx_iANJu2vdqaVldHn94vg,The ending is SMOOTH 😎🔥,,https://i.ytimg.com/vi/u_Obi1cmzY4/default.jpg,120,90,https://i.ytimg.com/vi/u_Obi1cmzY4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/u_Obi1cmzY4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/u_Obi1cmzY4/sddefault.jpg,640,480,https://i.ytimg.com/vi/u_Obi1cmzY4/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,The ending is SMOOTH 😎🔥,,en-GB,806,,0,7,,
youtube#video,hoZUrS67r7yJtBTXFZTH632Au24,uI4rfjldMPc,UCgx_iANJu2vdqaVldHn94vg,2024-06-30T20:51:37Z,UCgx_iANJu2vdqaVldHn94vg,3 Patrik Pietschmann Covers EVERY Beginner SHOULD Learn,"These arrangements are in my opinion the BEST for beginners to try and learn as they are, compared to Pietschmann's other arrangements, the most manageable whilst also providing a good entry level to learn a lot of the techniques used in his HARDER arrangements.

Link to Ranking of Pietschmann covers:
https://www.youtube.com/playlist?list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8

If you want to see more videos like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#patrikpietschmann #piano #beginnerspiano",https://i.ytimg.com/vi/uI4rfjldMPc/default.jpg,120,90,https://i.ytimg.com/vi/uI4rfjldMPc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uI4rfjldMPc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/uI4rfjldMPc/sddefault.jpg,640,480,https://i.ytimg.com/vi/uI4rfjldMPc/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,3 Patrik Pietschmann Covers EVERY Beginner SHOULD Learn,"These arrangements are in my opinion the BEST for beginners to try and learn as they are, compared to Pietschmann's other arrangements, the most manageable whilst also providing a good entry level to learn a lot of the techniques used in his HARDER arrangements.

Link to Ranking of Pietschmann covers:
https://www.youtube.com/playlist?list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8

If you want to see more videos like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#patrikpietschmann #piano #beginnerspiano",en-GB,2768,129,0,39,"['tdunc piano', 'piano', 'piano cover', 'beginner piano', 'beginner', 'patrik', 'pietschmann', 'easy piano']",
youtube#video,rubFY0f6AxY_3NjUCx6MDesDgeI,1YgUFvaXMdc,UCgx_iANJu2vdqaVldHn94vg,2024-06-22T10:40:03Z,UCgx_iANJu2vdqaVldHn94vg,NOW WE ARE FREE - Gladiator // Hans Zimmer (Piano version),"This is the 'honor him' theme from GLADIATOR, called: NOW WE ARE FREE. This is has been so nice to play, 100% worth learning if you haven't already. 

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#pianocover #hanszimmer #gladiator",https://i.ytimg.com/vi/1YgUFvaXMdc/default.jpg,120,90,https://i.ytimg.com/vi/1YgUFvaXMdc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1YgUFvaXMdc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1YgUFvaXMdc/sddefault.jpg,640,480,https://i.ytimg.com/vi/1YgUFvaXMdc/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,NOW WE ARE FREE - Gladiator // Hans Zimmer (Piano version),"This is the 'honor him' theme from GLADIATOR, called: NOW WE ARE FREE. This is has been so nice to play, 100% worth learning if you haven't already. 

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#pianocover #hanszimmer #gladiator",en-GB,635,30,0,15,"['tdunc piano', 'piano', 'piano cover', 'gladiator', 'hans', 'zimmer', 'hans zimmer gladiator', 'honor him', 'now we are free', 'hans zimmer piano']",
youtube#video,UHhuIZ7JpsHSo0sGoon9MAxcg_4,ZGp64vusE2Q,UCgx_iANJu2vdqaVldHn94vg,2024-06-19T13:28:41Z,UCgx_iANJu2vdqaVldHn94vg,one of the most beautiful pieces I've ever heard...,,https://i.ytimg.com/vi/ZGp64vusE2Q/default.jpg,120,90,https://i.ytimg.com/vi/ZGp64vusE2Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZGp64vusE2Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ZGp64vusE2Q/sddefault.jpg,640,480,https://i.ytimg.com/vi/ZGp64vusE2Q/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,one of the most beautiful pieces I've ever heard...,,en-GB,694,33,0,6,,
youtube#video,QBfFDL6b-e4hXWaLqKE9RI7Hm0g,P2tJRN73Dwk,UCgx_iANJu2vdqaVldHn94vg,2024-06-18T17:45:25Z,UCgx_iANJu2vdqaVldHn94vg,A Time of Quiet Between the Storms - DUNE 2 (Beautiful Piano Cover),"This is the 'love' theme from Dune 2, called: A Time of Quiet Between the Storms. This is has been so nice to play, 100% worth learning if you haven't already. In a recent video, ranking patrik's top 3 BEST arrangements DUNE II was right up there!!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#dune #hanszimmer #patrikpietschmann",https://i.ytimg.com/vi/P2tJRN73Dwk/default.jpg,120,90,https://i.ytimg.com/vi/P2tJRN73Dwk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/P2tJRN73Dwk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/P2tJRN73Dwk/sddefault.jpg,640,480,https://i.ytimg.com/vi/P2tJRN73Dwk/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,A Time of Quiet Between the Storms - DUNE 2 (Beautiful Piano Cover),"This is the 'love' theme from Dune 2, called: A Time of Quiet Between the Storms. This is has been so nice to play, 100% worth learning if you haven't already. In a recent video, ranking patrik's top 3 BEST arrangements DUNE II was right up there!!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#dune #hanszimmer #patrikpietschmann",en-GB,2698,84,0,18,"['tdunc piano', 'piano', 'piano cover', 'dune 2', 'dune', 'a time of quiet between the storms', 'hans', 'zimmer', 'hans zimmer', 'patrik', 'pietschmann', 'patrik pietschmann']",
youtube#video,PRezjUJ5VcOnvTqreYxV-Lhjg-g,Y6ebU3qIH80,UCgx_iANJu2vdqaVldHn94vg,2024-06-12T21:52:54Z,UCgx_iANJu2vdqaVldHn94vg,The BEST Patrik Pietschmann Covers of ALL TIME!! (Top 3),"These are in my opinion, the top 3 Patrik Pietschmann's covers of ALL TIME!! Let me know if you agree in the comments :) Interstellar is also a contender which I forgot to mention...

Link to Ranking Playlist:
https://www.youtube.com/playlist?list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support.


#patrikpietschmann #pianocover #piano",https://i.ytimg.com/vi/Y6ebU3qIH80/default.jpg,120,90,https://i.ytimg.com/vi/Y6ebU3qIH80/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Y6ebU3qIH80/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Y6ebU3qIH80/sddefault.jpg,640,480,https://i.ytimg.com/vi/Y6ebU3qIH80/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,The BEST Patrik Pietschmann Covers of ALL TIME!! (Top 3),"These are in my opinion, the top 3 Patrik Pietschmann's covers of ALL TIME!! Let me know if you agree in the comments :) Interstellar is also a contender which I forgot to mention...

Link to Ranking Playlist:
https://www.youtube.com/playlist?list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support.


#patrikpietschmann #pianocover #piano",en-GB,2025,89,0,41,"['tdunc piano', 'piano', 'piano cover', 'top 3', 'best patrik pietschmann covers', 'patrik', 'pietschmann', 'piano covers pietschmann']",
youtube#video,SESI-mDBIEIWY2XJSF9w57Wy8gk,FcNYHi7ItQA,UCgx_iANJu2vdqaVldHn94vg,2024-06-10T14:45:20Z,UCgx_iANJu2vdqaVldHn94vg,"I Attempted Patrik Pietschmann's ""SPIRIT"" Piano Cover...","This is Stallion of the Cimarron from Spirit! In a previous video, I learnt this section in under 10 Minutes!! So make sure to watch how I learnt this there :)

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#patrikpietschmann #spirit #hanszimmer",https://i.ytimg.com/vi/FcNYHi7ItQA/default.jpg,120,90,https://i.ytimg.com/vi/FcNYHi7ItQA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FcNYHi7ItQA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FcNYHi7ItQA/sddefault.jpg,640,480,https://i.ytimg.com/vi/FcNYHi7ItQA/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,"I Attempted Patrik Pietschmann's ""SPIRIT"" Piano Cover...","This is Stallion of the Cimarron from Spirit! In a previous video, I learnt this section in under 10 Minutes!! So make sure to watch how I learnt this there :)

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#patrikpietschmann #spirit #hanszimmer",en-GB,676,36,0,5,"['tdunc piano', 'piano', 'piano cover', 'spirit', 'stallion of the cimarron', 'cimarron', 'patrik', 'pietschmann', 'patrik pietschmann']",
youtube#video,-QzC9ZkGQK-VJDGGSxzL29zD49s,kuL_1jnGjJc,UCgx_iANJu2vdqaVldHn94vg,2024-06-10T11:12:01Z,UCgx_iANJu2vdqaVldHn94vg,Shaboozey - A Bar Song (Tipsy)  #piano,If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :),https://i.ytimg.com/vi/kuL_1jnGjJc/default.jpg,120,90,https://i.ytimg.com/vi/kuL_1jnGjJc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kuL_1jnGjJc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kuL_1jnGjJc/sddefault.jpg,640,480,https://i.ytimg.com/vi/kuL_1jnGjJc/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Shaboozey - A Bar Song (Tipsy)  #piano,If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :),en-GB,698,30,0,5,"['tdunc piano', 'piano', 'piano cover', 'a bar song', 'tipsy', 'shaboozey', 'cover']",
youtube#video,G2LctE7_cPiCx26PP4wrS3fX4ek,SadQqfnyWnU,UCgx_iANJu2vdqaVldHn94vg,2024-06-06T12:00:33Z,UCgx_iANJu2vdqaVldHn94vg,Ranking Patrik Pietschmann's Covers from EASIEST to HARDEST (Part 8),"This is the 8th video tier list ranking a handful of Patrik Pietschmann covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)

Link to previous videos playlist:
https://www.youtube.com/watch?v=O5HUuqU5LS4&list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8


#tierlist #patrikpietschmann #piano",https://i.ytimg.com/vi/SadQqfnyWnU/default.jpg,120,90,https://i.ytimg.com/vi/SadQqfnyWnU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SadQqfnyWnU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/SadQqfnyWnU/sddefault.jpg,640,480,https://i.ytimg.com/vi/SadQqfnyWnU/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Ranking Patrik Pietschmann's Covers from EASIEST to HARDEST (Part 8),"This is the 8th video tier list ranking a handful of Patrik Pietschmann covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)

Link to previous videos playlist:
https://www.youtube.com/watch?v=O5HUuqU5LS4&list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8


#tierlist #patrikpietschmann #piano",en-GB,2078,86,0,56,"['tdunc piano', 'piano', 'piano cover', 'tier list', 'tier', 'ranking', 'patrik pietschmann', 'pietschmann', 'patrik covers', 'piano covers', 'patrik pietschmann covers', 'hardest piano covers', 'insane']",
youtube#video,eYT1eVHuTpo1AF7xYG8YIyeGbFg,oOzjfgAOe9E,UCgx_iANJu2vdqaVldHn94vg,2024-05-16T15:20:36Z,UCgx_iANJu2vdqaVldHn94vg,The FASTEST Method for Learning ANY Piece...,"In this video, I explain a super simple 3 step process which has helped me to learn hundreds of songs with an easy to follow methodical approach.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Timestamps:

0:00 Introduction/context
0:32 Identify Key Centre
1:18 Rigid Chordal Structure
2:54 Melidy Simplification

#PianoLessons #PianoTips #PianoTutorials #MusicTheory  #MusicNotes #BeginnersPiano",https://i.ytimg.com/vi/oOzjfgAOe9E/default.jpg,120,90,https://i.ytimg.com/vi/oOzjfgAOe9E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oOzjfgAOe9E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/oOzjfgAOe9E/sddefault.jpg,640,480,https://i.ytimg.com/vi/oOzjfgAOe9E/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,The FASTEST Method for Learning ANY Piece...,"In this video, I explain a super simple 3 step process which has helped me to learn hundreds of songs with an easy to follow methodical approach.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Timestamps:

0:00 Introduction/context
0:32 Identify Key Centre
1:18 Rigid Chordal Structure
2:54 Melidy Simplification

#PianoLessons #PianoTips #PianoTutorials #MusicTheory  #MusicNotes #BeginnersPiano",en-GB,874,61,0,14,"['tdunc piano', 'piano', 'piano cover', 'piano tutorial', 'easy piano', 'piano lessons', 'piano chords', 'how to play piano', 'piano for beginners', 'piano practice frustration', 'piano practice for beginners', 'piano practice strategies', 'practice strategies', 'piano practice routines']",
youtube#video,Y1ajE-v7kOd8F1us3kWrIDRB7ko,5MGfDoouHVk,UCgx_iANJu2vdqaVldHn94vg,2024-05-14T08:08:00Z,UCgx_iANJu2vdqaVldHn94vg,Ranking Patrik Pietschmann's Covers from EASIEST to HARDEST (Part 7),"This is the 7th video tier list ranking a handful of Patrik Pietschmann covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)

Link to previous videos playlist:
https://www.youtube.com/watch?v=O5HUuqU5LS4&list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8


#tierlist #patrikpietschmann #piano",https://i.ytimg.com/vi/5MGfDoouHVk/default.jpg,120,90,https://i.ytimg.com/vi/5MGfDoouHVk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5MGfDoouHVk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5MGfDoouHVk/sddefault.jpg,640,480,https://i.ytimg.com/vi/5MGfDoouHVk/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Ranking Patrik Pietschmann's Covers from EASIEST to HARDEST (Part 7),"This is the 7th video tier list ranking a handful of Patrik Pietschmann covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)

Link to previous videos playlist:
https://www.youtube.com/watch?v=O5HUuqU5LS4&list=PLczGcswI9wjgGfqRDhliL1z8uLZtnbbw8


#tierlist #patrikpietschmann #piano",en-GB,1855,96,0,57,"['tdunc piano', 'piano', 'piano cover', 'tier list', 'tier', 'ranking', 'patrik pietschmann', 'pietschmann', 'patrik covers', 'piano covers', 'patrik pietschmann covers', 'hardest piano covers', 'insane']",
youtube#video,u-sqplBxY_YoEm-qUpajBPH5CM4,MRMlteN_pS0,UCgx_iANJu2vdqaVldHn94vg,2024-05-10T12:03:58Z,UCgx_iANJu2vdqaVldHn94vg,Learning Patrik Pietschmann's HARDEST Covers in 10 MINUTES...,"In this video, I attempt to play one of Patrik Pietschmann's more difficult arrangements in under 10 minutes!! This was a new video idea that I had yesterday and thought I should bring it to life! Let me know your thoughts in the comments.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Timestamps:
0:00 Intro
0:25 Timer has started!
9:00 Performance Time

#patrikpietschmann #hanszimmer #challenge",https://i.ytimg.com/vi/MRMlteN_pS0/default.jpg,120,90,https://i.ytimg.com/vi/MRMlteN_pS0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MRMlteN_pS0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MRMlteN_pS0/sddefault.jpg,640,480,https://i.ytimg.com/vi/MRMlteN_pS0/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Learning Patrik Pietschmann's HARDEST Covers in 10 MINUTES...,"In this video, I attempt to play one of Patrik Pietschmann's more difficult arrangements in under 10 minutes!! This was a new video idea that I had yesterday and thought I should bring it to life! Let me know your thoughts in the comments.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Timestamps:
0:00 Intro
0:25 Timer has started!
9:00 Performance Time

#patrikpietschmann #hanszimmer #challenge",en-GB,2814,139,0,57,"['tdunc piano', 'piano', 'piano cover', 'patrik', 'pietschmann', 'challenge', '10 minutes', 'spirit', 'stallion of the cimarron', 'hans', 'zimmer']",
youtube#video,4dzCjm5C15DyqkUNBtsqGGgWOm8,bvdl5VvYk8I,UCgx_iANJu2vdqaVldHn94vg,2024-05-08T17:47:59Z,UCgx_iANJu2vdqaVldHn94vg,Ranking Peter Buka's Covers from EASIEST to HARDEST...,"This is the first video tier list ranking a handful of Peter Buka's covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)


#tierlist #peterbuka #piano",https://i.ytimg.com/vi/bvdl5VvYk8I/default.jpg,120,90,https://i.ytimg.com/vi/bvdl5VvYk8I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bvdl5VvYk8I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bvdl5VvYk8I/sddefault.jpg,640,480,https://i.ytimg.com/vi/bvdl5VvYk8I/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Ranking Peter Buka's Covers from EASIEST to HARDEST...,"This is the first video tier list ranking a handful of Peter Buka's covers from EASIEST to HARDEST!!! I am not sure how many more of these I will make, if you have any burning suggestions make sure to let me know and if there are enough of them I will make another video!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Let me know if you want another tier list!! Thank you for the support as always :)


#tierlist #peterbuka #piano",en-GB,1729,83,0,50,"['tdunc piano', 'piano', 'piano cover', 'tier list', 'tier', 'ranking', 'patrik covers', 'piano covers', 'hardest piano covers', 'insane', 'peter', 'buka', 'peter buka', 'peter buka covers']",
